transaction_narration,label
Online purchase at DMart Rs 28755 Ref:c93dcd4e,shopping
Payment of Rs 37724 at Restaurant Ref:67051136,food
Payment of Rs 22868 at Zomato Ref:d6d62e62,food
Payment of Rs 25043 at Zomato Ref:dc396442,food
Car Loan EMI deducted Rs 45747 Ref:e5a3256a,emi
Travel booking via Uber amount Rs 3558 Ref:35425159,travel
Travel booking via Metro amount Rs 38095 Ref:58610c0f,travel
Investment in NPS Rs 10206 Ref:b3418fc5,investment
Payment of Rs 30580 at Dominos Ref:d203194a,food
Investment in Stocks Rs 39256 Ref:15a3c449,investment
Investment in Stocks Rs 6060 Ref:94ab6d64,investment
Education Loan EMI deducted Rs 17793 Ref:f0a5675c,emi
Investment in SIP Rs 12994 Ref:9b081c85,investment
Investment in Stocks Rs 16155 Ref:cbff7bf0,investment
Personal Loan EMI deducted Rs 25999 Ref:fa1b0b9c,emi
Travel booking via Ola amount Rs 23709 Ref:ef041800,travel
Travel booking via Ola amount Rs 24676 Ref:6ecaf404,travel
Travel booking via Uber amount Rs 24098 Ref:0faead41,travel
Education Loan EMI deducted Rs 21609 Ref:581267ed,emi
Payment of Rs 38819 at Swiggy Ref:b3f66c81,food
Travel booking via IndiGo amount Rs 5126 Ref:0805049b,travel
Online purchase at DMart Rs 19703 Ref:a0736d6d,shopping
Travel booking via Metro amount Rs 41476 Ref:72fc3dac,travel
Personal Loan EMI deducted Rs 12068 Ref:03899991,emi
Online purchase at DMart Rs 16459 Ref:f6edd2f7,shopping
Online purchase at Flipkart Rs 49529 Ref:f04a0f07,shopping
Online purchase at DMart Rs 39588 Ref:62809b2b,shopping
Online purchase at DMart Rs 32363 Ref:2762a465,shopping
Personal Loan EMI deducted Rs 21130 Ref:af2da876,emi
Investment in SIP Rs 43798 Ref:17964bb2,investment
Online purchase at Reliance Trends Rs 33158 Ref:2e023d77,shopping
Payment of Rs 33599 at Zomato Ref:b5b4de76,food
Home Loan EMI deducted Rs 39244 Ref:28440236,emi
Payment of Rs 3906 at McDonalds Ref:32d16fd5,food
Travel booking via IRCTC amount Rs 6664 Ref:c2c684ca,travel
Investment in PPF Rs 15626 Ref:a0d3c365,investment
Online purchase at Reliance Trends Rs 24791 Ref:944d4668,shopping
Online purchase at Amazon Rs 21434 Ref:2e9de89e,shopping
Travel booking via IndiGo amount Rs 19060 Ref:4db01391,travel
Home Loan EMI deducted Rs 21595 Ref:7fb48f5a,emi
Online purchase at DMart Rs 49466 Ref:ae749ded,shopping
Investment in Fixed Deposit Rs 13518 Ref:cdeff6f0,investment
Investment in Fixed Deposit Rs 7176 Ref:79b0bba9,investment
Online purchase at DMart Rs 4937 Ref:d28b903d,shopping
Online purchase at DMart Rs 13237 Ref:b1078e95,shopping
Online purchase at Croma Rs 28993 Ref:53ed6f6e,shopping
Online purchase at Myntra Rs 47539 Ref:7e078e76,shopping
Home Loan EMI deducted Rs 5212 Ref:2d30483a,emi
Investment in PPF Rs 47212 Ref:55c158d1,investment
Personal Loan EMI deducted Rs 28066 Ref:7e9c8f84,emi
Payment of Rs 643 at Dominos Ref:262d9aaa,food
Car Loan EMI deducted Rs 49071 Ref:aaefebfa,emi
Investment in SIP Rs 15600 Ref:09b9c1a4,investment
Online purchase at Myntra Rs 30957 Ref:56bf9c34,shopping
Travel booking via SpiceJet amount Rs 13639 Ref:f67d8eb2,travel
Payment of Rs 34688 at Swiggy Ref:b830dfa4,food
Car Loan EMI deducted Rs 37864 Ref:c202ebca,emi
Car Loan EMI deducted Rs 11220 Ref:ab01b896,emi
Travel booking via IndiGo amount Rs 16942 Ref:f1963f99,travel
Investment in NPS Rs 36017 Ref:8074183f,investment
Travel booking via IndiGo amount Rs 14714 Ref:ebaaa940,travel
Travel booking via SpiceJet amount Rs 40307 Ref:16fffcf9,travel
Travel booking via Uber amount Rs 14017 Ref:3b8b93ef,travel
Investment in PPF Rs 30877 Ref:0e12015f,investment
Payment of Rs 7786 at Zomato Ref:26e6216c,food
Car Loan EMI deducted Rs 42046 Ref:6f60638a,emi
Investment in NPS Rs 5150 Ref:e41e7e44,investment
Investment in NPS Rs 22820 Ref:ac14ccbb,investment
Online purchase at DMart Rs 26669 Ref:7e9274c2,shopping
Payment of Rs 36243 at Cafe Coffee Day Ref:045fb9c1,food
Home Loan EMI deducted Rs 11801 Ref:c4608198,emi
Payment of Rs 23064 at Dominos Ref:88c20005,food
Travel booking via Metro amount Rs 22716 Ref:8a1504b1,travel
Car Loan EMI deducted Rs 10103 Ref:2f7ff7af,emi
Online purchase at Flipkart Rs 2787 Ref:e12546a2,shopping
Travel booking via SpiceJet amount Rs 30350 Ref:5bbdaaf1,travel
Investment in NPS Rs 3655 Ref:a82617c7,investment
Investment in SIP Rs 42577 Ref:ed6453ba,investment
Travel booking via Metro amount Rs 36001 Ref:916fc3bb,travel
Car Loan EMI deducted Rs 44227 Ref:63da5351,emi
Online purchase at DMart Rs 11128 Ref:c89b552e,shopping
Payment of Rs 1302 at Dominos Ref:e6921e59,food
Payment of Rs 34138 at Swiggy Ref:96799377,food
Travel booking via IRCTC amount Rs 10700 Ref:19a46fd0,travel
Education Loan EMI deducted Rs 49266 Ref:c14bb5b3,emi
Investment in Fixed Deposit Rs 8721 Ref:ea52bbb9,investment
Investment in SIP Rs 20421 Ref:89979e8a,investment
Travel booking via IRCTC amount Rs 49686 Ref:bdbb1e26,travel
Travel booking via IRCTC amount Rs 16477 Ref:7a18fcfa,travel
Online purchase at Amazon Rs 46886 Ref:b4651b7f,shopping
Payment of Rs 6005 at Dominos Ref:dc35162a,food
Payment of Rs 14474 at McDonalds Ref:d0021628,food
Travel booking via IndiGo amount Rs 31286 Ref:6f39dfc9,travel
Online purchase at Flipkart Rs 18007 Ref:f75c5127,shopping
Payment of Rs 11024 at McDonalds Ref:fbfadfe6,food
Travel booking via Ola amount Rs 34725 Ref:bd603b94,travel
Online purchase at DMart Rs 12314 Ref:9e2fc9d5,shopping
Investment in Stocks Rs 32988 Ref:f36cdc8e,investment
Travel booking via IndiGo amount Rs 42966 Ref:74b5f720,travel
Investment in Fixed Deposit Rs 16178 Ref:891dba9e,investment
Payment of Rs 15777 at Cafe Coffee Day Ref:a9a12149,food
Travel booking via SpiceJet amount Rs 29975 Ref:09fa43b2,travel
Education Loan EMI deducted Rs 23279 Ref:797dcf8b,emi
Online purchase at Croma Rs 49002 Ref:67568406,shopping
Travel booking via IndiGo amount Rs 34571 Ref:fe5e3d5c,travel
Investment in PPF Rs 6524 Ref:b7b6771a,investment
Home Loan EMI deducted Rs 17381 Ref:055fd488,emi
Payment of Rs 3218 at Cafe Coffee Day Ref:923a04a9,food
Investment in SIP Rs 24282 Ref:991b5564,investment
Online purchase at Myntra Rs 25712 Ref:f7f27763,shopping
Investment in Mutual Fund Rs 18538 Ref:c6572804,investment
Online purchase at Reliance Trends Rs 3912 Ref:f268e82e,shopping
Online purchase at Reliance Trends Rs 41690 Ref:50e7a5fa,shopping
Investment in NPS Rs 39370 Ref:b0bf9ccc,investment
Online purchase at DMart Rs 1467 Ref:5c58e555,shopping
Car Loan EMI deducted Rs 7193 Ref:3abb5839,emi
Investment in NPS Rs 20846 Ref:d77b0e5e,investment
Online purchase at Myntra Rs 41576 Ref:04305549,shopping
Travel booking via IndiGo amount Rs 5839 Ref:8dbffdcc,travel
Payment of Rs 5274 at McDonalds Ref:a4a44278,food
Travel booking via Metro amount Rs 30627 Ref:309e1197,travel
Education Loan EMI deducted Rs 39544 Ref:55b1e0e6,emi
Investment in NPS Rs 22510 Ref:a3772ebc,investment
Personal Loan EMI deducted Rs 45934 Ref:9a7f9c6f,emi
Home Loan EMI deducted Rs 29438 Ref:f5dfd555,emi
Investment in Mutual Fund Rs 34285 Ref:4297a787,investment
Payment of Rs 22508 at Swiggy Ref:db9288c8,food
Travel booking via IndiGo amount Rs 37167 Ref:2a9ce025,travel
Travel booking via Ola amount Rs 3580 Ref:43ee6cdb,travel
Investment in Stocks Rs 18358 Ref:7234513d,investment
Online purchase at Flipkart Rs 46967 Ref:045388a0,shopping
Investment in SIP Rs 21202 Ref:88d98a6d,investment
Investment in Fixed Deposit Rs 11230 Ref:a3fa324d,investment
Investment in SIP Rs 47049 Ref:ee12883c,investment
Investment in SIP Rs 39243 Ref:f4c93bc7,investment
Investment in Stocks Rs 43991 Ref:b31931aa,investment
Payment of Rs 44544 at Restaurant Ref:5a98d5c8,food
Travel booking via Ola amount Rs 42158 Ref:2fd9cc82,travel
Car Loan EMI deducted Rs 45251 Ref:74e8b1eb,emi
Personal Loan EMI deducted Rs 5227 Ref:8b974d52,emi
Investment in NPS Rs 40915 Ref:0e5e6e5f,investment
Online purchase at Reliance Trends Rs 19351 Ref:23152fae,shopping
Investment in SIP Rs 9859 Ref:5eeb07f7,investment
Investment in Fixed Deposit Rs 2178 Ref:662dbbec,investment
Online purchase at Myntra Rs 28601 Ref:43f63350,shopping
Investment in SIP Rs 23314 Ref:a95157c6,investment
Investment in NPS Rs 36812 Ref:94c39ba9,investment
Payment of Rs 33532 at Dominos Ref:dabf517b,food
Car Loan EMI deducted Rs 32219 Ref:6c156457,emi
Online purchase at Croma Rs 10950 Ref:b370a870,shopping
Payment of Rs 34075 at Cafe Coffee Day Ref:052218d0,food
Payment of Rs 38142 at Restaurant Ref:061d2881,food
Travel booking via Ola amount Rs 35657 Ref:ce68e98d,travel
Online purchase at Myntra Rs 32031 Ref:bf5726a5,shopping
Travel booking via IRCTC amount Rs 1911 Ref:afecfd37,travel
Travel booking via Ola amount Rs 11952 Ref:208d94c3,travel
Investment in SIP Rs 34057 Ref:1905f727,investment
Home Loan EMI deducted Rs 14294 Ref:2d76eb8e,emi
Online purchase at Croma Rs 23202 Ref:cfbc9c99,shopping
Home Loan EMI deducted Rs 14865 Ref:4d3775de,emi
Online purchase at Croma Rs 13175 Ref:ed636536,shopping
Education Loan EMI deducted Rs 48210 Ref:8b1f5214,emi
Payment of Rs 18002 at Zomato Ref:a4272118,food
Online purchase at DMart Rs 10427 Ref:39fad5f0,shopping
Travel booking via IRCTC amount Rs 49680 Ref:5e9e95c2,travel
Online purchase at Croma Rs 39571 Ref:8e72e48b,shopping
Car Loan EMI deducted Rs 42899 Ref:093c660e,emi
Investment in PPF Rs 8848 Ref:38ef37b8,investment
Payment of Rs 48420 at Dominos Ref:b0ab20fa,food
Travel booking via IRCTC amount Rs 43566 Ref:6369c604,travel
Home Loan EMI deducted Rs 14531 Ref:2be4bb62,emi
Investment in SIP Rs 15091 Ref:e11e366b,investment
Payment of Rs 46653 at Restaurant Ref:8f45a6eb,food
Online purchase at DMart Rs 8781 Ref:2ec7aa5e,shopping
Travel booking via Metro amount Rs 37042 Ref:f23143f3,travel
Payment of Rs 7335 at McDonalds Ref:bb09a0fe,food
Travel booking via Metro amount Rs 18388 Ref:120c5e1d,travel
Online purchase at Reliance Trends Rs 15551 Ref:7d1f37e1,shopping
Investment in NPS Rs 32994 Ref:65e627b4,investment
Travel booking via IndiGo amount Rs 18381 Ref:3c0de3f1,travel
Travel booking via IndiGo amount Rs 39023 Ref:9f581e20,travel
Payment of Rs 26975 at Zomato Ref:5a2d1420,food
Online purchase at DMart Rs 20859 Ref:2950d053,shopping
Payment of Rs 26485 at Restaurant Ref:6b84d6b1,food
Travel booking via IRCTC amount Rs 44112 Ref:d2bc6d67,travel
Online purchase at Flipkart Rs 33560 Ref:bb9e0f12,shopping
Personal Loan EMI deducted Rs 19923 Ref:15d7116a,emi
Travel booking via Metro amount Rs 23156 Ref:01c62c49,travel
Travel booking via SpiceJet amount Rs 44144 Ref:98eb346d,travel
Online purchase at Flipkart Rs 42796 Ref:a01cb345,shopping
Travel booking via IndiGo amount Rs 27550 Ref:911d883c,travel
Payment of Rs 15252 at Swiggy Ref:5fad13a9,food
Online purchase at Reliance Trends Rs 5438 Ref:53cde73a,shopping
Car Loan EMI deducted Rs 41912 Ref:e785ca93,emi
Home Loan EMI deducted Rs 10015 Ref:16dbd1c2,emi
Home Loan EMI deducted Rs 34253 Ref:f14f66de,emi
Travel booking via Ola amount Rs 13853 Ref:cd6f45c9,travel
Payment of Rs 19314 at Dominos Ref:c6e56a3b,food
Payment of Rs 16069 at Zomato Ref:b10fb610,food
Personal Loan EMI deducted Rs 13065 Ref:8412c813,emi
Investment in Mutual Fund Rs 24911 Ref:c7437482,investment
Online purchase at Croma Rs 2720 Ref:5c6180b8,shopping
Payment of Rs 30966 at Dominos Ref:9453f657,food
Payment of Rs 48732 at Zomato Ref:c20c0048,food
Travel booking via IndiGo amount Rs 13308 Ref:6b9139dd,travel
Personal Loan EMI deducted Rs 13204 Ref:d0cd6889,emi
Travel booking via IndiGo amount Rs 39827 Ref:669e3712,travel
Education Loan EMI deducted Rs 7339 Ref:e3443d92,emi
Online purchase at Myntra Rs 42882 Ref:08e3d941,shopping
Payment of Rs 8717 at McDonalds Ref:691ebc53,food
Payment of Rs 23196 at Cafe Coffee Day Ref:e48a668a,food
Education Loan EMI deducted Rs 2146 Ref:5e92342a,emi
Investment in SIP Rs 43009 Ref:e46d4d49,investment
Travel booking via Uber amount Rs 44811 Ref:1f9adcee,travel
Personal Loan EMI deducted Rs 17644 Ref:f3df0776,emi
Investment in Mutual Fund Rs 24324 Ref:3bbbdf7e,investment
Car Loan EMI deducted Rs 42567 Ref:463489b1,emi
Travel booking via Metro amount Rs 13226 Ref:f638478d,travel
Investment in Stocks Rs 16674 Ref:da9f2ba9,investment
Investment in NPS Rs 9792 Ref:c159985a,investment
Payment of Rs 22464 at Swiggy Ref:6df4c491,food
Investment in SIP Rs 38063 Ref:379b7a4b,investment
Travel booking via Uber amount Rs 37998 Ref:80c3de54,travel
Investment in Mutual Fund Rs 11582 Ref:3887ba8c,investment
Travel booking via Uber amount Rs 23425 Ref:fbff13e1,travel
Travel booking via IndiGo amount Rs 12341 Ref:3ca29dc9,travel
Education Loan EMI deducted Rs 17287 Ref:27535e40,emi
Travel booking via Uber amount Rs 44089 Ref:263e3bb0,travel
Car Loan EMI deducted Rs 42077 Ref:a9203acb,emi
Travel booking via IRCTC amount Rs 6312 Ref:446c4d2a,travel
Online purchase at Amazon Rs 26794 Ref:c8f33ed4,shopping
Payment of Rs 39307 at McDonalds Ref:f177e003,food
Payment of Rs 40935 at Swiggy Ref:5495d7f8,food
Online purchase at Reliance Trends Rs 40050 Ref:e5f1dfb5,shopping
Online purchase at Amazon Rs 44654 Ref:771cc5e6,shopping
Travel booking via SpiceJet amount Rs 23564 Ref:bdf41413,travel
Payment of Rs 49105 at Swiggy Ref:603d4e2b,food
Travel booking via Ola amount Rs 4435 Ref:65bb56f9,travel
Payment of Rs 18808 at Restaurant Ref:05a45384,food
Payment of Rs 34772 at Cafe Coffee Day Ref:3d2d5892,food
Investment in SIP Rs 47412 Ref:5ae62a97,investment
Payment of Rs 27038 at Zomato Ref:b579035d,food
Investment in NPS Rs 36667 Ref:65aef0c4,investment
Online purchase at Flipkart Rs 785 Ref:646eecb1,shopping
Investment in NPS Rs 33242 Ref:af5b7d0d,investment
Investment in Stocks Rs 8159 Ref:ac25cd10,investment
Online purchase at Croma Rs 37124 Ref:f3200c51,shopping
Education Loan EMI deducted Rs 10719 Ref:ebd1f3d4,emi
Online purchase at Reliance Trends Rs 3364 Ref:931251b3,shopping
Online purchase at DMart Rs 6740 Ref:5c2e47a7,shopping
Payment of Rs 19577 at Cafe Coffee Day Ref:0e9893d5,food
Payment of Rs 23419 at Zomato Ref:9c8413ff,food
Education Loan EMI deducted Rs 27377 Ref:bb9e65bb,emi
Travel booking via SpiceJet amount Rs 7617 Ref:b0df3a2c,travel
Personal Loan EMI deducted Rs 35008 Ref:ad796b90,emi
Car Loan EMI deducted Rs 32860 Ref:8ad94dcc,emi
Payment of Rs 12069 at McDonalds Ref:f6b284d0,food
Online purchase at Reliance Trends Rs 30397 Ref:a6a3757f,shopping
Home Loan EMI deducted Rs 1413 Ref:9077a09e,emi
Travel booking via Metro amount Rs 40310 Ref:c6f47828,travel
Payment of Rs 49604 at Cafe Coffee Day Ref:b0d5813d,food
Online purchase at Amazon Rs 42131 Ref:de98e3f9,shopping
Online purchase at Amazon Rs 43351 Ref:400905d8,shopping
Home Loan EMI deducted Rs 11415 Ref:df44c48a,emi
Payment of Rs 44577 at Zomato Ref:565d3a30,food
Payment of Rs 15125 at Swiggy Ref:8bb1b18d,food
Travel booking via SpiceJet amount Rs 9029 Ref:43247519,travel
Payment of Rs 10840 at Zomato Ref:bb71742f,food
Investment in Stocks Rs 48767 Ref:1ee505c6,investment
Online purchase at Croma Rs 19446 Ref:dc855541,shopping
Online purchase at Reliance Trends Rs 8318 Ref:670c5146,shopping
Payment of Rs 39680 at Restaurant Ref:2811212d,food
Payment of Rs 16542 at Restaurant Ref:1ed5be4f,food
Investment in NPS Rs 49601 Ref:90dbcb00,investment
Home Loan EMI deducted Rs 34244 Ref:15149da9,emi
Payment of Rs 26762 at Cafe Coffee Day Ref:5179f17d,food
Online purchase at DMart Rs 31520 Ref:3ceee9fc,shopping
Travel booking via Uber amount Rs 26389 Ref:6f3435dd,travel
Travel booking via IndiGo amount Rs 1171 Ref:763554a2,travel
Online purchase at DMart Rs 45578 Ref:78ab3e06,shopping
Payment of Rs 17594 at Swiggy Ref:5049f817,food
Payment of Rs 10269 at Restaurant Ref:ad66eebb,food
Payment of Rs 30274 at Cafe Coffee Day Ref:8c57ba7b,food
Investment in SIP Rs 29704 Ref:896c0a62,investment
Payment of Rs 42147 at Restaurant Ref:72e6d7f8,food
Education Loan EMI deducted Rs 36962 Ref:3cc029b9,emi
Home Loan EMI deducted Rs 24081 Ref:2726493e,emi
Travel booking via IndiGo amount Rs 27786 Ref:642aa860,travel
Investment in Fixed Deposit Rs 47550 Ref:584b2d27,investment
Education Loan EMI deducted Rs 32509 Ref:ba582373,emi
Online purchase at Reliance Trends Rs 46083 Ref:633b9352,shopping
Investment in Stocks Rs 6207 Ref:5e2956cd,investment
Online purchase at Amazon Rs 38570 Ref:b042fd13,shopping
Car Loan EMI deducted Rs 27663 Ref:6dbc376c,emi
Travel booking via Metro amount Rs 40550 Ref:3b7853a1,travel
Travel booking via Ola amount Rs 40197 Ref:8ac8cda3,travel
Payment of Rs 43997 at Zomato Ref:77b4f36f,food
Travel booking via Uber amount Rs 37032 Ref:bbb1cae9,travel
Online purchase at Croma Rs 36447 Ref:ef338205,shopping
Car Loan EMI deducted Rs 40814 Ref:a71610fe,emi
Online purchase at Reliance Trends Rs 525 Ref:eb019560,shopping
Investment in PPF Rs 17475 Ref:ddda7373,investment
Car Loan EMI deducted Rs 24671 Ref:c925efd0,emi
Travel booking via Metro amount Rs 28185 Ref:fe01ce95,travel
Education Loan EMI deducted Rs 23818 Ref:14d0b17f,emi
Payment of Rs 16601 at McDonalds Ref:112364bc,food
Home Loan EMI deducted Rs 20508 Ref:1048f3e7,emi
Payment of Rs 28629 at Swiggy Ref:7716e00d,food
Home Loan EMI deducted Rs 30959 Ref:852b0d36,emi
Travel booking via Uber amount Rs 40125 Ref:0b68b929,travel
Investment in NPS Rs 32198 Ref:352f4ba8,investment
Online purchase at Reliance Trends Rs 5131 Ref:8247e728,shopping
Car Loan EMI deducted Rs 5954 Ref:1e5a3ad3,emi
Investment in Stocks Rs 46056 Ref:8b942311,investment
Payment of Rs 38848 at Cafe Coffee Day Ref:c1c19bed,food
Home Loan EMI deducted Rs 49296 Ref:25513094,emi
Online purchase at Amazon Rs 42806 Ref:d1a545e8,shopping
Home Loan EMI deducted Rs 13207 Ref:e8387ea1,emi
Online purchase at Reliance Trends Rs 23957 Ref:d46e3a3f,shopping
Investment in NPS Rs 25553 Ref:7eeca6fd,investment
Investment in PPF Rs 9914 Ref:cfc8c30e,investment
Car Loan EMI deducted Rs 1109 Ref:166f9a56,emi
Travel booking via SpiceJet amount Rs 19389 Ref:2fd5aa56,travel
Payment of Rs 5384 at Swiggy Ref:cabe0704,food
Travel booking via Uber amount Rs 22758 Ref:e610f1c1,travel
Payment of Rs 17344 at Swiggy Ref:48549424,food
Payment of Rs 8211 at Dominos Ref:c87571a8,food
Education Loan EMI deducted Rs 4117 Ref:f09b5d98,emi
Travel booking via SpiceJet amount Rs 34375 Ref:46300836,travel
Travel booking via IndiGo amount Rs 49722 Ref:5f1c61a7,travel
Car Loan EMI deducted Rs 17001 Ref:9296aea8,emi
Investment in SIP Rs 22765 Ref:bcbfc744,investment
Investment in SIP Rs 22972 Ref:d07cf406,investment
Online purchase at Flipkart Rs 27309 Ref:08bfc187,shopping
Online purchase at Amazon Rs 29495 Ref:89e081c0,shopping
Investment in SIP Rs 21657 Ref:c010e380,investment
Payment of Rs 45449 at Zomato Ref:9e636959,food
Travel booking via Metro amount Rs 33308 Ref:b9634854,travel
Online purchase at Myntra Rs 30157 Ref:fe1bea91,shopping
Payment of Rs 32000 at McDonalds Ref:04bdb629,food
Car Loan EMI deducted Rs 9207 Ref:e235bda1,emi
Travel booking via IndiGo amount Rs 21097 Ref:d591f917,travel
Travel booking via Ola amount Rs 33077 Ref:4c2b41c8,travel
Education Loan EMI deducted Rs 31032 Ref:2e54dea8,emi
Investment in NPS Rs 41962 Ref:6f2071df,investment
Payment of Rs 46251 at McDonalds Ref:339abfc8,food
Personal Loan EMI deducted Rs 23642 Ref:37b587ab,emi
Travel booking via Uber amount Rs 8176 Ref:d6ded531,travel
Online purchase at DMart Rs 47744 Ref:d651922b,shopping
Online purchase at Amazon Rs 46659 Ref:f5283d54,shopping
Travel booking via IndiGo amount Rs 23569 Ref:24b34198,travel
Payment of Rs 49189 at Zomato Ref:6d0b8460,food
Home Loan EMI deducted Rs 836 Ref:c390ef71,emi
Online purchase at Amazon Rs 5197 Ref:2b96eaa7,shopping
Online purchase at Flipkart Rs 16691 Ref:6853f379,shopping
Payment of Rs 17154 at Restaurant Ref:ad69f6f0,food
Travel booking via Ola amount Rs 6500 Ref:436e9a25,travel
Online purchase at Reliance Trends Rs 28871 Ref:416ab209,shopping
Online purchase at Amazon Rs 37002 Ref:0c4373c4,shopping
Payment of Rs 23625 at Swiggy Ref:161c1228,food
Travel booking via Uber amount Rs 16812 Ref:58e90ab1,travel
Investment in Stocks Rs 3417 Ref:22d1713f,investment
Investment in PPF Rs 36152 Ref:192ce15b,investment
Travel booking via Ola amount Rs 7839 Ref:24e7a35f,travel
Online purchase at Croma Rs 27823 Ref:a9f67926,shopping
Travel booking via Metro amount Rs 43356 Ref:dcea4fed,travel
Investment in PPF Rs 8203 Ref:3fd81bbc,investment
Investment in Mutual Fund Rs 48629 Ref:7c6b6cf7,investment
Car Loan EMI deducted Rs 18642 Ref:272cf92d,emi
